# generated by packages/claude-code/extract-env-registry.py from Claude Code cli.js 2.1.259
# regenerate: nix build .#claude-code.envRegistry && cp result packages/claude-code/env-registry.tsv
# name	type	module
SLASH_COMMAND_TOOL_CHAR_BUDGET	int({min:1})	4
SPACE_CREATOR_USER_ID	str()	3
SSH_AUTH_SOCK	str()	3
SSH_CLIENT	str()	3
SSH_CONNECTION	str()	3
SSH_TTY	str()	3
SSL_CERT_DIR	str()	3
SSL_CERT_FILE	str()	3
STY	str()	3
SUDO_GID	int({min:0,digitsOnly:!0})	3
SUDO_UID	int({min:0,digitsOnly:!0})	3
SUDO_USER	str()	3
SYSTEMROOT	str()	3
SystemRoot	str()	3
TASK_MAX_OUTPUT_LENGTH	int()	4
TEMP	str()	3
TERM	str()	3
TERMINAL	str()	3
TERMINAL_EMULATOR	str()	3
TERMINATOR_UUID	str()	3
TERMUX_VERSION	str()	3
TERM_PROGRAM	str()	3
TERM_PROGRAM_VERSION	str()	3
TEST_ENABLE_SESSION_PERSISTENCE	bool()	4
TILIX_ID	str()	3
TMP	str()	3
TMPDIR	str()	3
TMUX	str()	3
TMUX_PANE	str()	3
TRACEPARENT	str()	3
TRACESTATE	str()	3
ULTRAPLAN_PROMPT_FILE	str()	4
USER	str()	3
USERNAME	str()	3
USERPROFILE	str()	3
USE_API_CONTEXT_MANAGEMENT	bool()	2
USE_BUILTIN_RIPGREP	str()	3
USE_LOCAL_OAUTH	bool()	0
USE_STAGING_OAUTH	bool()	0
UV_THREADPOOL_SIZE	str()	3
VCR_RECORD	bool()	4
VERCEL	str()	3
VISUAL	str()	3
VITALS_EMITTER_BIN	str()	4
VOICE_STREAM_BASE_URL	str()	4
VSCODE_GIT_ASKPASS_MAIN	str()	3
VTE_VERSION	str()	3
WAYLAND_DISPLAY	str()	3
WEBSITE_SITE_NAME	str()	3
WEBSITE_SKU	str()	3
WSL_DISTRO_NAME	str()	3
WSL_INTEROP	str()	3
WT_SESSION	str()	3
XDG_CACHE_HOME	str()	3
XDG_CONFIG_HOME	str()	3
XDG_DATA_HOME	str()	3
XDG_RUNTIME_DIR	str()	3
XDG_STATE_HOME	str()	3
XTERM_VERSION	str()	3
ZDOTDIR	str()	3
ZED_TERM	str()	3
ZELLIJ	str()	3
_CLAUDE_CODE_ASSUME_FIRST_PARTY_BASE_URL	bool()	7
__CFBundleIdentifier	str()	3
all_proxy	str()	6
gcloud_project	str()	3
google_application_credentials	str()	3
google_cloud_project	str()	3
http_proxy	str()	6
https_proxy	str()	6
no_proxy	str()	6
